text,label
Unusual sign-in activity detected on your Apple ID account. Confirm your password now at http://accounts-update-portal.net/login or your account will be locked.,phishing
"Hi, following up on our conversation last week regarding the contract draft. Any updates?",legitimate
Please review the attached document and sign it using the secure portal here: http://accounts-update-portal.net/login,phishing
A voicemail message is waiting for you. Listen now: http://secure-verify-login.com/reset,phishing
"Kindly update the vendor payment account to the new details before releasing this week's payment of $8,900.",phishing
Your Google Workspace password expires today. Update it now to avoid losing access: http://192.168.44.12/login.php,phishing
"Hi everyone, welcome to the team! Looking forward to working with you all.",legitimate
Reminder: the quarterly report is due by the 15th. Let me know if you need an extension.,legitimate
"Hello, just confirming our call is scheduled for 11:15 AM on next Monday. Let me know if that still works.",legitimate
Immediate action required. Failure to respond within 12 hours will result in account suspension. Click http://microsft-office365-login.com,phishing
Your package could not be delivered. Click http://secure-verify-login.com/reset to reschedule delivery and pay a small customs fee.,phishing
A voicemail message is waiting for you. Listen now: http://microsft-office365-login.com,phishing
Your Bank Secure Portal password expires today. Update it now to avoid losing access: http://microsft-office365-login.com,phishing
"Kindly update the vendor payment account to the new details before releasing this week's payment of $3,400.",phishing
Final notice: your a $500 gift card reward will expire soon. Confirm your details at http://microsft-office365-login.com.,phishing
Please review the attached document and sign it using the secure portal here: http://accounts-update-portal.net/login,phishing
"Please find attached the revised invoice. Kindly process payment of $3,400 to the new account before end of day.",phishing
Final notice: your a $500 gift card reward will expire soon. Confirm your details at http://amaz0n-support.com/verify.,phishing
Final notice: your a free vacation package reward will expire soon. Confirm your details at http://microsft-office365-login.com.,phishing
Action required: Your mailbox storage is full. Click http://paypal-security-check.info to upgrade and avoid message loss.,phishing
"Hello, just confirming our call is scheduled for 2:30 PM on Friday. Let me know if that still works.",legitimate
Immediate action required. Failure to respond within 12 hours will result in account suspension. Click http://amaz0n-support.com/verify,phishing
Warning: suspicious activity detected. Verify your identity within 1 hour to prevent permanent account closure: http://accounts-update-portal.net/login,phishing
"I need this handled quietly and quickly - transfer $120,000 to the account I'll send shortly. Do not discuss with anyone in the office. - the Managing Director",phishing
"Hi, this is David (CFO), I'm in a meeting and need you to purchase gift cards worth $8,900 urgently. Reply ASAP, can't talk right now.",phishing
"From the desk of the Managing Director: I'm travelling and my usual assistant is unavailable. Please action this payment of $45,000 immediately.",phishing
Your Google Workspace password expires today. Update it now to avoid losing access: http://paypal-security-check.info,phishing
"Hi team, please find attached the agenda for tomorrow's onboarding meeting at 11:15 AM.",legitimate
"From the desk of John (CEO): I'm travelling and my usual assistant is unavailable. Please action this payment of $45,000 immediately.",phishing
"Hi, this is David (CFO), I'm in a meeting and need you to purchase gift cards worth $8,900 urgently. Reply ASAP, can't talk right now.",phishing
"Hi, the proposal you requested is attached. Let me know if you need anything else.",legitimate
Thanks for your email. I'll review the document and get back to you by Friday.,legitimate
Attached is the minutes of today's team sync meeting for your reference.,legitimate
"From the desk of your Finance Head: I'm travelling and my usual assistant is unavailable. Please action this payment of $120,000 immediately.",phishing
"Hi, the report you requested is attached. Let me know if you need anything else.",legitimate
"Hi, this is John (CEO), I'm in a meeting and need you to purchase gift cards worth $12,750 urgently. Reply ASAP, can't talk right now.",phishing
"I need this handled quietly and quickly - transfer $45,000 to the account I'll send shortly. Do not discuss with anyone in the office. - John (CEO)",phishing
Reminder: the quarterly report is due by end of this week. Let me know if you need an extension.,legitimate
Thanks for your email. I'll review the document and get back to you by the 15th.,legitimate
"Hi, please process the attached invoice for $12,750 urgently. Payment details have changed, see updated bank info attached.",phishing
"Hi team, please find attached the agenda for tomorrow's team sync meeting at 4:00 PM.",legitimate
Please find the monthly newsletter attached. Feedback is welcome as always.,legitimate
A voicemail message is waiting for you. Listen now: http://microsft-office365-login.com,phishing
"Hi, could you please share the updated presentation when you get a chance? No rush.",legitimate
"Hi, can we reschedule our project status meeting to 11:15 AM on the 15th? Let me know if that works for you.",legitimate
Thank you for registering for our webinar on team sync. Here are the joining details for 11:15 AM.,legitimate
"Hi team, please find attached the agenda for tomorrow's team sync meeting at 2:30 PM.",legitimate
Immediate action required. Failure to respond within 12 hours will result in account suspension. Click http://secure-verify-login.com/reset,phishing
Your order #77420 has shipped and is expected to arrive by end of this week.,legitimate
Please find the monthly newsletter attached. Feedback is welcome as always.,legitimate
"Hello, just confirming our call is scheduled for 10:00 AM on the 15th. Let me know if that still works.",legitimate
"Hi everyone, welcome to the team! Looking forward to working with you all.",legitimate
Congratulations on completing the training program! Your certificate is attached.,legitimate
"You are our lucky winner of this month's your company email giveaway. Click http://secure-verify-login.com/reset to claim $1,000,000 now.",phishing
Reminder: the quarterly report is due by Friday. Let me know if you need an extension.,legitimate
You are our lucky winner of this month's Netflix giveaway. Click http://amaz0n-support.com/verify to claim a free vacation package now.,phishing
"Hi, this is John (CEO), I'm in a meeting and need you to purchase gift cards worth $8,900 urgently. Reply ASAP, can't talk right now.",phishing
Please find the monthly newsletter attached. Feedback is welcome as always.,legitimate
Security Alert: We noticed a login from a new device. Verify it's you: http://bit.ly/3xVerify,phishing
Reminder: the quarterly report is due by next Monday. Let me know if you need an extension.,legitimate
Attached is the minutes of today's onboarding meeting for your reference.,legitimate
Please review the attached presentation and share your comments by end of week.,legitimate
"This is urgent. I need you to process a wire transfer of $3,400 today before the bank closes. Reply for account details.",phishing
"Please find attached the revised invoice. Kindly process payment of $120,000 to the new account before end of day.",phishing
